id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
only-this-week-dark-brown-cyan_12461,"موزاييك مميز- بني غامق سماوي","حوالي 225 قطعة من الموزاييك المميز",http://localhost/ourarts/wp-content/uploads/2021/04/only-this-week-dark-brown-cyan.jpg,http://localhost/ourarts/product/%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d9%85%d9%85%d9%8a%d8%b2-%d8%a8%d9%86%d9%8a-%d8%ba%d8%a7%d9%85%d9%82-%d8%b3%d9%85%d8%a7%d9%88%d9%8a/,"منتجات موزاييك مميزة","Our Arts",145EGP,out of stock,only-this-week-dark-brown-cyan_12461,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,72.5EGP,new,staging,,,,,16,,
only-this-week-dark-blue-reflect-bright-pink_12460,"موزاييك مميز- أزرق داكن يعكس وردي فاتح","حوالي 225 قطعة من الموزاييك المميز",http://localhost/ourarts/wp-content/uploads/2021/04/only-this-week-dark-blue-reflect-bright-pink.jpg,http://localhost/ourarts/product/%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d9%85%d9%85%d9%8a%d8%b2-%d8%a3%d8%b2%d8%b1%d9%82-%d8%af%d8%a7%d9%83%d9%86-%d9%8a%d8%b9%d9%83%d8%b3-%d9%88%d8%b1%d8%af%d9%8a-%d9%81%d8%a7%d8%aa%d8%ad/,"منتجات موزاييك مميزة","Our Arts",145EGP,out of stock,only-this-week-dark-blue-reflect-bright-pink_12460,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,72.5EGP,new,staging,,,,,16,,
only-this-week-charcoal-silver_12459,"موزاييك مميز- فحم-فضي","حوالي 225 قطعة من الموزاييك المميز",http://localhost/ourarts/wp-content/uploads/2021/04/only-this-week-charcoal-silver.jpg,http://localhost/ourarts/product/%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d9%85%d9%85%d9%8a%d8%b2-%d9%81%d8%ad%d9%85-%d9%81%d8%b6%d9%8a/,"منتجات موزاييك مميزة","Our Arts",145EGP,in stock,only-this-week-charcoal-silver_12459,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,72.5EGP,new,published,,,,,16,,
only-this-week-charcoal-grey-texture_12458,"موزاييك مميز- الفحم الرمادي","حوالي 225 قطعة من الموزاييك المميز",http://localhost/ourarts/wp-content/uploads/2021/04/only-this-week-charcoal-grey-texture.jpg,http://localhost/ourarts/product/%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d9%85%d9%85%d9%8a%d8%b2-%d8%a7%d9%84%d9%81%d8%ad%d9%85-%d8%a7%d9%84%d8%b1%d9%85%d8%a7%d8%af%d9%8a/,"منتجات موزاييك مميزة","Our Arts",145EGP,in stock,only-this-week-charcoal-grey-texture_12458,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,72.5EGP,new,published,,,,,16,,
only-this-week-blue-morjo_12457,"موزاييك مميز- أزرق","حوالي 225 قطعة من الموزاييك المميز",http://localhost/ourarts/wp-content/uploads/2021/04/only-this-week-blue-morjo.jpg,http://localhost/ourarts/product/%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d9%85%d9%85%d9%8a%d8%b2-%d8%a3%d8%b2%d8%b1%d9%82/,"منتجات موزاييك مميزة","Our Arts",145EGP,out of stock,only-this-week-blue-morjo_12457,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,72.5EGP,new,staging,,,,,16,,
only-this-week-blue-iridescent_12456,"موزاييك مميز- أزرق قزحي الألوان","حوالي 225 قطعة من الموزاييك المميز",http://localhost/ourarts/wp-content/uploads/2021/04/only-this-week-blue-iridescent.jpg,http://localhost/ourarts/product/%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d9%85%d9%85%d9%8a%d8%b2-%d8%a3%d8%b2%d8%b1%d9%82-%d9%82%d8%b2%d8%ad%d9%8a-%d8%a7%d9%84%d8%a3%d9%84%d9%88%d8%a7%d9%86/,"منتجات موزاييك مميزة","Our Arts",145EGP,in stock,only-this-week-blue-iridescent_12456,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,72.5EGP,new,published,,,,,16,,
glass-stone-yellow_12454,"زجاج احجار- أصفر","قطعة وزن حوالي 500جم",http://localhost/ourarts/wp-content/uploads/2021/01/glass-stone-yellow.jpg,http://localhost/ourarts/product/%d8%b2%d8%ac%d8%a7%d8%ac-%d8%a7%d8%ad%d8%ac%d8%a7%d8%b1-%d8%a3%d8%b5%d9%81%d8%b1/,"الأحجار الزجاجية, زجاج معشق- stained glass","Our Arts",33EGP,out of stock,glass-stone-yellow_12454,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,staging,,,,,16,,
glass-stone-charcoal_12453,"زجاج احجار- فحم","قطعة وزن حوالي 500جم",http://localhost/ourarts/wp-content/uploads/2021/01/glass-stone-charcoal.jpg,http://localhost/ourarts/product/%d8%b2%d8%ac%d8%a7%d8%ac-%d8%a7%d8%ad%d8%ac%d8%a7%d8%b1-%d9%81%d8%ad%d9%85/,"الأحجار الزجاجية, زجاج معشق- stained glass","Our Arts",33EGP,out of stock,glass-stone-charcoal_12453,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,staging,,,,,16,,
glass-stone-brown_12452,"زجاج احجار- بني","قطعة وزن حوالي 500جم",http://localhost/ourarts/wp-content/uploads/2021/01/glass-stone-brown.jpg,http://localhost/ourarts/product/%d8%b2%d8%ac%d8%a7%d8%ac-%d8%a7%d8%ad%d8%ac%d8%a7%d8%b1-%d8%a8%d9%86%d9%8a/,"الأحجار الزجاجية, زجاج معشق- stained glass","Our Arts",33EGP,out of stock,glass-stone-brown_12452,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,staging,,,,,16,,
glass-stone-blue-balck_12451,"زجاج احجار- أزرق-أسود","قطعة وزن حوالي 500جم",http://localhost/ourarts/wp-content/uploads/2021/01/glass-stone-blue-balck.jpg,http://localhost/ourarts/product/%d8%b2%d8%ac%d8%a7%d8%ac-%d8%a7%d8%ad%d8%ac%d8%a7%d8%b1-%d8%a3%d8%b2%d8%b1%d9%82-%d8%a3%d8%b3%d9%88%d8%af/,"الأحجار الزجاجية, زجاج معشق- stained glass","Our Arts",33EGP,out of stock,glass-stone-blue-balck_12451,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,staging,,,,,16,,
glass-stone-black_12450,"زجاج احجار- أسود","قطعة وزن حوالي 500جم",http://localhost/ourarts/wp-content/uploads/2021/01/glass-stone-black.jpg,http://localhost/ourarts/product/%d8%b2%d8%ac%d8%a7%d8%ac-%d8%a7%d8%ad%d8%ac%d8%a7%d8%b1-%d8%a3%d8%b3%d9%88%d8%af/,"الأحجار الزجاجية, زجاج معشق- stained glass","Our Arts",33EGP,out of stock,glass-stone-black_12450,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,staging,,,,,16,,
stones-darb17-walnut #B17046_12449,"قطع بلاط رخامي- الجوز","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-walnut.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%a7%d9%84%d8%ac%d9%88%d8%b2/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-walnut #B17046_12449,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-tawny-tortilla #81572F_12448,"قطع بلاط رخامي- توني تورتيلا","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-tawny-tortilla.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%aa%d9%88%d9%86%d9%8a-%d8%aa%d9%88%d8%b1%d8%aa%d9%8a%d9%84%d8%a7/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-tawny-tortilla #81572F_12448,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-mixed-colors #646462 #907D6C #D8D5CC_12447,"قطع بلاط رخامي- مختلط الألوان","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-mixed-colors.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d9%85%d8%ae%d8%aa%d9%84%d8%b7-%d8%a7%d9%84%d8%a3%d9%84%d9%88%d8%a7%d9%86/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-mixed-colors #646462 #907D6C #D8D5CC_12447,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-light-grayish #917D58_12446,"قطع بلاط رخامي- رمادي فاتح","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-light-grayish.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%b1%d9%85%d8%a7%d8%af%d9%8a-%d9%81%d8%a7%d8%aa%d8%ad/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-light-grayish #917D58_12446,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-iron #545140_12445,"قطع بلاط رخامي- حديد","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-iron.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%ad%d8%af%d9%8a%d8%af/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-iron #545140_12445,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-grey #595647_12444,"قطع بلاط رخامي- رمادي","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-grey.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%b1%d9%85%d8%a7%d8%af%d9%8a/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-grey #595647_12444,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-grayish-orange #938264_12443,"قطع بلاط رخامي- برتقالي-رمادي","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-grayish-orange.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%a8%d8%b1%d8%aa%d9%82%d8%a7%d9%84%d9%8a-%d8%b1%d9%85%d8%a7%d8%af%d9%8a/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-grayish-orange #938264_12443,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-grayish #D3CEBB_12442,"قطع بلاط رخامي- رمادي داكن","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-grayish.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%b1%d9%85%d8%a7%d8%af%d9%8a-%d8%af%d8%a7%d9%83%d9%86/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-grayish #D3CEBB_12442,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-dull-orange #AB774F_12440,"قطع بلاط رخامي- برتقالي باهت","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-dull-orange.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%a8%d8%b1%d8%aa%d9%82%d8%a7%d9%84%d9%8a-%d8%a8%d8%a7%d9%87%d8%aa/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-dull-orange #AB774F_12440,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-dark-grayish-orange #56513E #88744F_12439,"قطع بلاط رخامي- برتقالي غامق","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-dark-grayish-orange.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%a8%d8%b1%d8%aa%d9%82%d8%a7%d9%84%d9%8a-%d8%ba%d8%a7%d9%85%d9%82/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-dark-grayish-orange #56513E #88744F_12439,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-dark-grayish-green #6A6954_12438,"قطع بلاط رخامي- الأخضر الغامق","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-dark-grayish-green.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%a7%d9%84%d8%a3%d8%ae%d8%b6%d8%b1-%d8%a7%d9%84%d8%ba%d8%a7%d9%85%d9%82/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-dark-grayish-green #6A6954_12438,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-dark-grayish #687063_12437,"قطع بلاط رخامي- رمادي غامق","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-dark-grayish.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%b1%d9%85%d8%a7%d8%af%d9%8a-%d8%ba%d8%a7%d9%85%d9%82/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-dark-grayish #687063_12437,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-characol #2D3029_12436,"قطع بلاط رخامي- فحم","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-characol.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d9%81%d8%ad%d9%85/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-characol #2D3029_12436,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-bronze2 #845F2A_12435,"قطع بلاط رخامي- برونزي 2","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-bronze2.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%a8%d8%b1%d9%88%d9%86%d8%b2%d9%8a-2/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-bronze2 #845F2A_12435,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
stones-darb17-bronze #A1916C_12434,"قطع بلاط رخامي- برونزي","كيلو قطع بلاط رخامي .",http://localhost/ourarts/wp-content/uploads/2021/04/stones-darb17-bronze.jpg,http://localhost/ourarts/product/%d9%82%d8%b7%d8%b9-%d8%a8%d9%84%d8%a7%d8%b7-%d8%b1%d8%ae%d8%a7%d9%85%d9%8a-%d8%a8%d8%b1%d9%88%d9%86%d8%b2%d9%8a/,"قطع بلاط رخامي","Our Arts",31EGP,in stock,stones-darb17-bronze #A1916C_12434,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.4EGP,new,published,,,,,16,,
Glass-Gems-Red-med #B84E40_12433,"الجواهر الزجاجية متوسطة- روز","حوالي 10 قطعة من الجواهر الزجاجية المتوسطة .",http://localhost/ourarts/wp-content/uploads/2021/01/Glass-Gems-Red-med.jpg,http://localhost/ourarts/product/%d8%a7%d9%84%d8%ac%d9%88%d8%a7%d9%87%d8%b1-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%8a%d8%a9-%d9%85%d8%aa%d9%88%d8%b3%d8%b7%d8%a9-%d8%b1%d9%88%d8%b2/,"الجواهر الزجاجية متوسطة, زجاج معشق- stained glass","Our Arts",16.5EGP,in stock,Glass-Gems-Red-med #B84E40_12433,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,16.5EGP,new,published,,,,,16,,
Glass-Gems-mix-obalin-med #C6542F #46646C #87B181 #857E74_12432,"اوبالين متعدد الاشكال","حوالي 10 قطعة من الجواهر الزجاجية المتوسطة .",http://localhost/ourarts/wp-content/uploads/2021/01/Glass-Gems-mix-obalin-med.jpg,http://localhost/ourarts/product/%d8%a7%d9%88%d8%a8%d8%a7%d9%84%d9%8a%d9%86-%d9%85%d8%aa%d8%b9%d8%af%d8%af-%d8%a7%d9%84%d8%a7%d8%b4%d9%83%d8%a7%d9%84/,"الجواهر الزجاجية متوسطة, زجاج معشق- stained glass","Our Arts",28EGP,in stock,Glass-Gems-mix-obalin-med #C6542F #46646C #87B181 #857E74_12432,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,28EGP,new,published,,,,,16,,
Glass-Gems-green-med #477723_12431,"الجواهر الزجاجية متوسطة-اخضر","حوالي 10 قطعة من الجواهر الزجاجية المتوسطة .",http://localhost/ourarts/wp-content/uploads/2021/01/Glass-Gems-green-med.jpg,http://localhost/ourarts/product/%d8%a7%d9%84%d8%ac%d9%88%d8%a7%d9%87%d8%b1-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%8a%d8%a9-%d9%85%d8%aa%d9%88%d8%b3%d8%b7%d8%a9-%d8%a7%d8%ae%d8%b6%d8%b1-2/,"الجواهر الزجاجية متوسطة, زجاج معشق- stained glass","Our Arts",10EGP,in stock,Glass-Gems-green-med #477723_12431,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,10EGP,new,published,,,,,16,,
Glass-Gems-blue-obalin-med #191E3E_12430,"اوبالين - أزرق","حوالي 10 قطعة من الجواهر الزجاجية المتوسطة .",http://localhost/ourarts/wp-content/uploads/2021/01/Glass-Gems-blue-obalin-med.jpg,http://localhost/ourarts/product/%d8%a7%d9%88%d8%a8%d8%a7%d9%84%d9%8a%d9%86-%d8%a3%d8%b2%d8%b1%d9%82/,"الجواهر الزجاجية متوسطة, زجاج معشق- stained glass","Our Arts",16.5EGP,in stock,Glass-Gems-blue-obalin-med #191E3E_12430,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,16.5EGP,new,published,,,,,16,,
Morjo-vitreous-20mm-BLERFENTIDE-bluish-gray-MV20-A051-1 #637B97_12012,"الموزاييك الزجاجي متعدد الالوان-رمادي مزرق","حوالي 225 قطعة 145 جم الموزاييك الزجاجي متعدد الالوان .",http://localhost/ourarts/wp-content/uploads/2021/01/Morjo-vitreous-20mm-BLERFENTIDE-bluish-gray-MV20-A051.jpg,http://localhost/ourarts/product/%d8%a7%d9%84%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%8a-%d9%85%d8%aa%d8%b9%d8%af%d8%af-%d8%a7%d9%84%d8%a7%d9%84%d9%88%d8%a7%d9%86-%d8%b1%d9%85%d8%a7%d8%af-4/,"الموزاييك الزجاجي متعدد الالوان, موزاييك - mosaic","Our Arts",24EGP,in stock,Morjo-vitreous-20mm-BLERFENTIDE-bluish-gray-MV20-A051-1 #637B97_12012,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24EGP,new,published,,,,,16,,
Morjo-vitreous-20mm-TUBNUNKLE-deep-pthalo-MV20-A077-1 #273E54_12011,"الموزاييك الزجاجي متعدد الالوان-فيروز غامق","حوالي 225 قطعة 145 جم الموزاييك الزجاجي متعدد الالوان .",http://localhost/ourarts/wp-content/uploads/2021/01/Morjo-vitreous-20mm-TUBNUNKLE-deep-pthalo-MV20-A077.jpg,http://localhost/ourarts/product/%d8%a7%d9%84%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%8a-%d9%85%d8%aa%d8%b9%d8%af%d8%af-%d8%a7%d9%84%d8%a7%d9%84%d9%88%d8%a7%d9%86-%d9%81%d9%8a%d8%b1%d9%88-2/,"الموزاييك الزجاجي متعدد الالوان, موزاييك - mosaic","Our Arts",28EGP,in stock,Morjo-vitreous-20mm-TUBNUNKLE-deep-pthalo-MV20-A077-1 #273E54_12011,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,28EGP,new,published,,,,,16,,
Morjo-vitreous-20mm-KLERPLE-caramel-tint-MV20-A032-1 #C5B05F_12010,"الموزاييك الزجاجي متعدد الالوان-كراميل","حوالي 225 قطعة 145 جم الموزاييك الزجاجي متعدد الالوان .",http://localhost/ourarts/wp-content/uploads/2021/01/Morjo-vitreous-20mm-KLERPLE-caramel-tint-MV20-A032.jpg,http://localhost/ourarts/product/%d8%a7%d9%84%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%8a-%d9%85%d8%aa%d8%b9%d8%af%d8%af-%d8%a7%d9%84%d8%a7%d9%84%d9%88%d8%a7%d9%86-%d9%83%d8%b1%d8%a7%d9%85-2/,"الموزاييك الزجاجي متعدد الالوان, موزاييك - mosaic","Our Arts",24EGP,in stock,Morjo-vitreous-20mm-KLERPLE-caramel-tint-MV20-A032-1 #C5B05F_12010,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24EGP,new,published,,,,,16,,
Morjo-vitreous-20mm-BLADGET-pewter-tint-1-MV20-A054-1 #59728E_12009,"الموزاييك الزجاجي متعدد الالوان-بيوتر رمادي 1","حوالي 225 قطعة 145 جم الموزاييك الزجاجي متعدد الالوان .",http://localhost/ourarts/wp-content/uploads/2021/01/Morjo-vitreous-20mm-BLADGET-pewter-tint-1-MV20-A054.jpg,http://localhost/ourarts/product/%d8%a7%d9%84%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%8a-%d9%85%d8%aa%d8%b9%d8%af%d8%af-%d8%a7%d9%84%d8%a7%d9%84%d9%88%d8%a7%d9%86-%d8%a8%d9%8a%d9%88%d8%aa-3/,"الموزاييك الزجاجي متعدد الالوان, موزاييك - mosaic","Our Arts",24EGP,in stock,Morjo-vitreous-20mm-BLADGET-pewter-tint-1-MV20-A054-1 #59728E_12009,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24EGP,new,published,,,,,16,,
Morjo-vitreous-20mm-EPODGERY-gray-tint-2-MV20-A108-1 #A8ABB0_12008,"الموزاييك الزجاجي متعدد الالوان-رمادي 2","حوالي 225 قطعة 145 جم الموزاييك الزجاجي متعدد الالوان .",http://localhost/ourarts/wp-content/uploads/2021/01/Morjo-vitreous-20mm-EPODGERY-gray-tint-2-MV20-A108.jpg,http://localhost/ourarts/product/%d8%a7%d9%84%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%8a-%d9%85%d8%aa%d8%b9%d8%af%d8%af-%d8%a7%d9%84%d8%a7%d9%84%d9%88%d8%a7%d9%86-%d8%b1%d9%85%d8%a7%d8%af-5/,"الموزاييك الزجاجي متعدد الالوان, موزاييك - mosaic","Our Arts",26EGP,in stock,Morjo-vitreous-20mm-EPODGERY-gray-tint-2-MV20-A108-1 #A8ABB0_12008,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26EGP,new,published,,,,,16,,
Morjo-vitreous-20mm-EMBAFFIC-gray-tint-5-MV20-A105-1_12007,"الموزاييك الزجاجي متعدد الالوان-رمادي 5","حوالي 225 قطعة 145 جم الموزاييك الزجاجي متعدد الالوان .",http://localhost/ourarts/wp-content/uploads/2021/01/Morjo-vitreous-20mm-EMBAFFIC-gray-tint-5-MV20-A105.jpg,http://localhost/ourarts/product/%d8%a7%d9%84%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%8a-%d9%85%d8%aa%d8%b9%d8%af%d8%af-%d8%a7%d9%84%d8%a7%d9%84%d9%88%d8%a7%d9%86-%d8%b1%d9%85%d8%a7%d8%af-6/,"الموزاييك الزجاجي متعدد الالوان, موزاييك - mosaic","Our Arts",26EGP,in stock,Morjo-vitreous-20mm-EMBAFFIC-gray-tint-5-MV20-A105-1_12007,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26EGP,new,published,,,,,16,,
Morjo-vitreous-20mm-GOSHDERNIUM-green-tint-1-MV20-A025-1 #3A7A30_12006,"الموزاييك الزجاجي متعدد الالوان-اخضر خافت 1","حوالي 225 قطعة 145 جم الموزاييك الزجاجي متعدد الالوان .",http://localhost/ourarts/wp-content/uploads/2021/01/Morjo-vitreous-20mm-GOSHDERNIUM-green-tint-1-MV20-A025.jpg,http://localhost/ourarts/product/%d8%a7%d9%84%d9%85%d9%88%d8%b2%d8%a7%d9%8a%d9%8a%d9%83-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%8a-%d9%85%d8%aa%d8%b9%d8%af%d8%af-%d8%a7%d9%84%d8%a7%d9%84%d9%88%d8%a7%d9%86-%d8%a7%d8%ae%d8%b6%d8%b1-5/,"الموزاييك الزجاجي متعدد الالوان, موزاييك - mosaic","Our Arts",26EGP,in stock,Morjo-vitreous-20mm-GOSHDERNIUM-green-tint-1-MV20-A025-1 #3A7A30_12006,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26EGP,new,published,,,,,16,,
